,Unnamed: 0,filename,rank,age,identity,fold,database
31,158849,15_Chord_Overstreet_0015.jpg,39,15,1939,train,CACD
32,163271,15_Marine_Vacth_0005.jpg,48,15,1998,train,CACD
33,157426,15_Lucy_Hale_0015.jpg,20,15,1920,train,CACD
34,159193,15_Riley_Keough_0004.jpg,43,15,1943,train,CACD
35,159555,15_Ali_Cobrin_0006.jpg,48,15,1948,train,CACD
36,163337,15_Lauren_Potter_0013.jpg,49,15,1999,train,CACD
37,158839,15_Chord_Overstreet_0004.jpg,39,15,1939,train,CACD
38,160342,15_Liam_Hemsworth_0003.jpg,6,15,1956,train,CACD
39,154017,16_Maiara_Walsh_0007.jpg,30,16,1880,train,CACD
40,157440,16_Lucy_Hale_0016.jpg,20,16,1920,train,CACD
41,157150,16_Mia_Wasikowska_0015.jpg,17,16,1917,train,CACD
42,156971,16_Matthew_Lewis_0007.jpg,15,16,1915,train,CACD
43,155364,16_Nikki_Blonsky_0011.jpg,48,16,1898,train,CACD
44,152191,16_Emily_Browning_0015.jpg,8,16,1858,train,CACD
45,162787,16_Jake_Thomas_0015.jpg,40,16,1990,train,CACD
46,157953,16_Kat_Graham_0008.jpg,26,16,1926,train,CACD
47,160678,16_Jonathan_Lipnicki_0008.jpg,10,16,1960,train,CACD
48,162088,16_Christian_Serratos_0002.jpg,31,16,1981,train,CACD
49,156973,16_Matthew_Lewis_0011.jpg,15,16,1915,train,CACD
50,160520,16_Britt_Robertson_0008.jpg,8,16,1958,train,CACD
51,163400,16_Katie_Findlay_0016.jpg,50,16,2000,train,CACD
52,160523,16_Britt_Robertson_0015.jpg,8,16,1958,train,CACD
53,155360,16_Nikki_Blonsky_0005.jpg,48,16,1898,train,CACD
54,160822,16_Leven_Rambin_0001.jpg,12,16,1962,train,CACD
55,160828,16_Leven_Rambin_0007.jpg,12,16,1962,train,CACD
56,154908,16_Lily_Cole_0016.jpg,42,16,1892,train,CACD
57,152279,16_Analeigh_Tipton_0016.jpg,9,16,1859,train,CACD
58,154904,16_Lily_Cole_0010.jpg,42,16,1892,train,CACD
59,153669,16_Sasha_Grey_0001.jpg,26,16,1876,train,CACD
60,158959,16_Mackenzie_Rosman_0006.jpg,40,16,1940,train,CACD
61,152278,16_Analeigh_Tipton_0012.jpg,9,16,1859,train,CACD
62,154902,16_Lily_Cole_0004.jpg,42,16,1892,train,CACD
63,159200,16_Riley_Keough_0005.jpg,43,16,1943,train,CACD
64,154483,16_Kevin_McHale_0010.jpg,36,16,1886,train,CACD
65,153821,16_Katrina_Bowden_0006.jpg,28,16,1878,train,CACD
66,157246,16_Aly_Michalka_0012.jpg,18,16,1918,train,CACD
67,156664,16_Imogen_Poots_0004.jpg,12,16,1912,train,CACD
68,157431,16_Lucy_Hale_0006.jpg,20,16,1920,train,CACD
69,155367,16_Nikki_Blonsky_0015.jpg,48,16,1898,train,CACD
70,158858,16_Chord_Overstreet_0013.jpg,39,16,1939,train,CACD
71,160758,16_Adelaide_Kane_0002.jpg,11,16,1961,train,CACD
72,158857,16_Chord_Overstreet_0011.jpg,39,16,1939,train,CACD
73,157957,16_Kat_Graham_0015.jpg,26,16,1926,train,CACD
74,157143,16_Mia_Wasikowska_0008.jpg,17,16,1917,train,CACD
75,155522,16_Ed_Speleers_0011.jpg,50,16,1900,train,CACD
76,161241,16_Rachel_Hurd-Wood_0017.jpg,18,16,1968,train,CACD
77,154985,16_Zosia_Mamet_0004.jpg,43,16,1893,train,CACD
78,155059,16_Rumer_Willis_0006.jpg,44,16,1894,train,CACD
79,160457,16_Sophie_Lowe_0011.jpg,7,16,1957,train,CACD
80,153574,16_Anna_Popplewell_0017.jpg,25,16,1875,train,CACD
81,153736,16_Tania_Raymonde_0010.jpg,27,16,1877,train,CACD
82,157545,17_Christopher_Mintz-Plasse_0011.jpg,21,17,1921,train,CACD
83,162479,17_Lucas_Till_0010.jpg,36,17,1986,train,CACD
84,148647,17_Ashley_Greene_0005.jpg,15,17,1815,train,CACD
85,159504,17_Nathalie_Emmanuel_0011.jpg,47,17,1947,train,CACD
86,162564,17_Dev_Patel_0007.jpg,37,17,1987,train,CACD
87,159372,17_Keegan_Allen_0006.jpg,45,17,1945,train,CACD
88,153738,17_Tania_Raymonde_0001.jpg,27,17,1877,train,CACD
89,151267,17_Rachele_Brooke_Smith_0007.jpg,47,17,1847,train,CACD
90,151188,17_Rose_McIver_0007.jpg,46,17,1846,train,CACD
91,147954,17_Hilary_Duff_0002.jpg,7,17,1807,train,CACD
92,148825,17_Evan_Rachel_Wood_0007.jpg,17,17,1817,train,CACD
93,157068,17_Brie_Larson_0003.jpg,16,17,1916,train,CACD
94,158300,17_David_Henrie_0004.jpg,31,17,1931,train,CACD
95,161327,17_Samantha_Barks_0006.jpg,19,17,1969,train,CACD
96,156885,17_Ashley_Benson_0006.jpg,14,17,1914,train,CACD
97,161651,17_Cassie_Scerbo_0012.jpg,23,17,1973,train,CACD
98,152945,17_Rihanna_0014.jpg,17,17,1867,train,CACD
99,158972,17_Mackenzie_Rosman_0012.jpg,40,17,1940,train,CACD
100,148267,17_AnnaLynne_McCord_0015.jpg,10,17,1810,train,CACD
101,149311,17_Tyler_Hoechlin_0003.jpg,22,17,1822,train,CACD
102,160768,17_Adelaide_Kane_0004.jpg,11,17,1961,train,CACD
103,156515,17_Juno_Temple_0005.jpg,10,17,1910,train,CACD
104,151265,17_Rachele_Brooke_Smith_0005.jpg,47,17,1847,train,CACD
105,152114,17_Claire_Holt_0013.jpg,7,17,1857,train,CACD
106,152668,17_Haley_Joel_Osment_0010.jpg,14,17,1864,train,CACD
107,158865,17_Chord_Overstreet_0013.jpg,39,17,1939,train,CACD
108,155368,17_Nikki_Blonsky_0012.jpg,48,17,1898,train,CACD
109,159374,17_Keegan_Allen_0008.jpg,45,17,1945,train,CACD
110,155524,17_Ed_Speleers_0003.jpg,50,17,1900,train,CACD
111,149048,17_Rosie_Huntington-Whiteley_0009.jpg,19,17,1819,train,CACD
112,159066,17_Shenae_Grimes_0009.jpg,41,17,1941,train,CACD
113,159368,17_Keegan_Allen_0001.jpg,45,17,1945,train,CACD
114,153924,17_Nikki_Reed_0013.jpg,29,17,1879,train,CACD
115,162480,17_Lucas_Till_0013.jpg,36,17,1986,train,CACD
116,154127,17_Allison_Williams_0017.jpg,31,17,1881,train,CACD
117,156982,17_Matthew_Lewis_0012.jpg,15,17,1915,train,CACD
118,153488,17_Colton_Haynes_0006.jpg,24,17,1874,train,CACD
119,157069,17_Brie_Larson_0004.jpg,16,17,1916,train,CACD
120,156985,17_Matthew_Lewis_0016.jpg,15,17,1915,train,CACD
121,154490,17_Kevin_McHale_0004.jpg,36,17,1886,train,CACD
122,157158,17_Mia_Wasikowska_0011.jpg,17,17,1917,train,CACD
123,160369,17_Liam_Hemsworth_0013.jpg,6,17,1956,train,CACD
124,157878,17_Jeremy_Sumpter_0017.jpg,25,17,1925,train,CACD
125,154915,17_Lily_Cole_0014.jpg,42,17,1892,train,CACD
126,154995,17_Zosia_Mamet_0004.jpg,43,17,1893,train,CACD
127,154122,17_Allison_Williams_0012.jpg,31,17,1881,train,CACD
128,152521,17_Mae_Whitman_0004.jpg,12,17,1862,train,CACD
129,149667,17_Danielle_Panabaker_0015.jpg,26,17,1826,train,CACD
130,159569,17_Ali_Cobrin_0007.jpg,48,17,1948,train,CACD
131,150585,17_Jesse_McCartney_0012.jpg,38,17,1838,train,CACD
132,150513,17_Jemima_West_0015.jpg,37,17,1837,train,CACD
133,153833,17_Katrina_Bowden_0007.jpg,28,17,1878,train,CACD
134,153122,17_Steven_R._McQueen_0007.jpg,19,17,1869,train,CACD
135,149850,17_Aneurin_Barnard_0015.jpg,28,17,1828,train,CACD
136,148645,17_Ashley_Greene_0003.jpg,15,17,1815,train,CACD
137,157781,17_Aimee_Teegarden_0001.jpg,24,17,1924,train,CACD
138,151190,17_Rose_McIver_0012.jpg,46,17,1846,train,CACD
139,156990,18_Matthew_Lewis_0005.jpg,15,18,1915,train,CACD
140,144826,18_Sam_Claflin_0008.jpg,20,18,1770,train,CACD
141,148064,18_Ed_Westwick_0013.jpg,8,18,1808,train,CACD
142,147157,18_Jessy_Schram_0014.jpg,48,18,1798,train,CACD
143,143836,18_Lindsay_Lohan_0002.jpg,11,18,1761,train,CACD
144,161082,18_Daveigh_Chase_0007.jpg,15,18,1965,train,CACD
145,162719,18_Steven_Anthony_Lawrence_0003.jpg,39,18,1989,train,CACD
146,150441,18_Jake_Abel_0008.jpg,36,18,1836,train,CACD
147,160688,18_Jonathan_Lipnicki_0005.jpg,10,18,1960,train,CACD
148,148831,18_Evan_Rachel_Wood_0003.jpg,17,18,1817,train,CACD
149,150061,18_Mara_Wilson_0012.jpg,31,18,1831,train,CACD
150,146392,18_Monica_Raymund_0008.jpg,38,18,1788,train,CACD
151,162038,18_Connor_Paolo_0011.jpg,30,18,1980,train,CACD
152,160382,18_Liam_Hemsworth_0014.jpg,6,18,1956,train,CACD
153,150901,18_Thomas_Dekker_0010.jpg,42,18,1842,train,CACD
154,148060,18_Ed_Westwick_0004.jpg,8,18,1808,train,CACD
155,152352,18_Brenda_Song_0012.jpg,10,18,1860,train,CACD
156,148658,18_Ashley_Greene_0014.jpg,15,18,1815,train,CACD
157,152203,18_Emily_Browning_0009.jpg,8,18,1858,train,CACD
158,155315,18_Ross_Bagley_0005.jpg,47,18,1897,train,CACD
159,155535,18_Ed_Speleers_0011.jpg,50,18,1900,train,CACD
160,149165,18_Tom_Felton_0012.jpg,20,18,1820,train,CACD
161,153283,18_Chelsea_Kane_0012.jpg,21,18,1871,train,CACD
162,152436,18_Michael_Cera_0010.jpg,11,18,1861,train,CACD
163,159713,18_Chris_Brown_0001.jpg,50,18,1950,train,CACD
164,150678,18_Sara_Canning_0016.jpg,39,18,1839,train,CACD
165,150825,18_William_Moseley_0010.jpg,41,18,1841,train,CACD
166,148433,18_Brooklyn_Decker_0005.jpg,12,18,1812,train,CACD
167,146126,18_Bree_Olson_0009.jpg,34,18,1784,train,CACD
168,151061,18_Abby_Elliott_0010.jpg,44,18,1844,train,CACD
169,147086,18_Drake_Bell_0012.jpg,47,18,1797,train,CACD
170,152351,18_Brenda_Song_0010.jpg,10,18,1860,train,CACD
171,160929,18_Margot_Robbie_0002.jpg,13,18,1963,train,CACD
172,157075,18_Brie_Larson_0004.jpg,16,18,1916,train,CACD
173,153848,18_Katrina_Bowden_0010.jpg,28,18,1878,train,CACD
174,153288,18_Chelsea_Kane_0017.jpg,21,18,1871,train,CACD
175,158617,18_Lindsey_Shaw_0001.jpg,35,18,1935,train,CACD
176,162418,18_Indiana_Evans_0006.jpg,35,18,1985,train,CACD
177,152200,18_Emily_Browning_0005.jpg,8,18,1858,train,CACD
178,159211,18_Riley_Keough_0008.jpg,43,18,1943,train,CACD
179,148437,18_Brooklyn_Decker_0012.jpg,12,18,1812,train,CACD
180,147221,18_Tyler_Blackburn_0003.jpg,49,18,1799,train,CACD
181,161409,18_Jean-Luc_Bilodeau_0014.jpg,20,18,1970,train,CACD
182,162203,18_Kay_Panabaker_0009.jpg,32,18,1982,train,CACD
183,150590,18_Jesse_McCartney_0008.jpg,38,18,1838,train,CACD
184,143417,18_Megan_Fox_0015.jpg,7,18,1757,train,CACD
185,145802,18_Penn_Badgley_0011.jpg,31,18,1781,train,CACD
186,153369,18_Rhys_Wakefield_0005.jpg,22,18,1872,train,CACD
187,149854,18_Aneurin_Barnard_0011.jpg,28,18,1828,train,CACD
188,158689,18_Caleb_Landry_Jones_0002.jpg,36,18,1936,train,CACD
189,148385,18_Michael_Socha_0002.jpg,11,18,1811,train,CACD
190,155530,18_Ed_Speleers_0003.jpg,50,18,1900,train,CACD
191,150020,18_Rollo_Weeks_0009.jpg,30,18,1830,train,CACD
192,152683,18_Haley_Joel_Osment_0013.jpg,14,18,1864,train,CACD
193,152865,18_Zoë_Kravitz_0018.jpg,16,18,1866,train,CACD
194,158743,18_Alex_D._Linz_0004.jpg,37,18,1937,train,CACD
195,149587,18_Genesis_Rodriguez_0004.jpg,25,18,1825,train,CACD
196,154360,18_Joshua_Bowman_0016.jpg,34,18,1884,train,CACD
197,157169,18_Mia_Wasikowska_0014.jpg,17,18,1917,train,CACD
198,149853,18_Aneurin_Barnard_0009.jpg,28,18,1828,train,CACD
199,149161,18_Tom_Felton_0007.jpg,20,18,1820,train,CACD
200,162037,18_Connor_Paolo_0010.jpg,30,18,1980,train,CACD
201,145799,18_Penn_Badgley_0006.jpg,31,18,1781,train,CACD
202,152207,18_Emily_Browning_0014.jpg,8,18,1858,train,CACD
203,143535,18_Kat_Dennings_0002.jpg,8,18,1758,train,CACD
204,160379,18_Liam_Hemsworth_0011.jpg,6,18,1956,train,CACD
205,144616,18_Robert_Pattinson_0001.jpg,18,18,1768,train,CACD
206,143840,18_Lindsay_Lohan_0006.jpg,11,18,1761,train,CACD
207,153499,18_Colton_Haynes_0015.jpg,24,18,1874,train,CACD
208,146016,18_Mischa_Barton_0003.jpg,33,18,1783,train,CACD
209,155459,18_Tori_Black_0016.jpg,49,18,1899,train,CACD
210,144756,18_Alexandra_Daddario_0016.jpg,19,18,1769,train,CACD
211,153125,18_Steven_R._McQueen_0006.jpg,19,18,1869,train,CACD
212,152680,18_Haley_Joel_Osment_0010.jpg,14,18,1864,train,CACD
213,144400,18_Shia_LaBeouf_0001.jpg,16,18,1766,train,CACD
214,144313,19_Peyton_List_0003.jpg,15,19,1765,train,CACD
215,150219,19_Michael_B._Jordan_0006.jpg,33,19,1833,train,CACD
216,143973,19_Armie_Hammer_0007.jpg,12,19,1762,train,CACD
217,151275,19_Rachele_Brooke_Smith_0009.jpg,47,19,1847,train,CACD
218,145341,19_Kit_Harington_0015.jpg,25,19,1775,train,CACD
219,149857,19_Aneurin_Barnard_0004.jpg,28,19,1828,train,CACD
220,160614,19_Alex_Pettyfer_0011.jpg,9,19,1959,train,CACD
221,156796,19_Taylor_Swift_0011.jpg,13,19,1913,train,CACD
222,158694,19_Caleb_Landry_Jones_0011.jpg,36,19,1936,train,CACD
223,152355,19_Brenda_Song_0004.jpg,10,19,1860,train,CACD
224,141108,19_Chace_Crawford_0007.jpg,28,19,1728,train,CACD
225,154633,19_Portia_Doubleday_0017.jpg,38,19,1888,train,CACD
226,145728,19_Josh_Peck_0002.jpg,30,19,1780,train,CACD
227,150831,19_William_Moseley_0009.jpg,41,19,1841,train,CACD
228,148964,19_Karen_Gillan_0015.jpg,18,19,1818,train,CACD
229,155092,19_Rumer_Willis_0005.jpg,44,19,1894,train,CACD
230,140091,19_Beth_Behrs_0012.jpg,15,19,1715,train,CACD
231,163220,19_Kirsten_Prout_0007.jpg,47,19,1997,train,CACD
232,160393,19_Liam_Hemsworth_0013.jpg,6,19,1956,train,CACD
233,139546,19_Cristin_Milioti_0001.jpg,9,19,1709,train,CACD
234,157364,19_Anton_Yelchin_0005.jpg,19,19,1919,train,CACD
235,144931,19_Amanda_Bynes_0012.jpg,21,19,1771,train,CACD
236,161986,19_Liam_Aiken_0006.jpg,29,19,1979,train,CACD
237,161088,19_Daveigh_Chase_0009.jpg,15,19,1965,train,CACD
238,142235,19_Bug_Hall_0011.jpg,43,19,1743,train,CACD
239,140747,19_Eva_Amurri_Martino_0013.jpg,23,19,1723,train,CACD
240,154506,19_Kevin_McHale_0014.jpg,36,19,1886,train,CACD
241,162986,19_Matt_Prokop_0006.jpg,43,19,1993,train,CACD
242,140858,19_Arielle_Kebbel_0001.jpg,25,19,1725,train,CACD
243,155274,19_Tamsin_Egerton_0007.jpg,46,19,1896,train,CACD
244,150596,19_Jesse_McCartney_0003.jpg,38,19,1838,train,CACD
245,145042,19_Leighton_Meester_0012.jpg,22,19,1772,train,CACD
246,141802,19_Raven-Symoné_0001.jpg,37,19,1737,train,CACD
247,145247,19_Emmy_Rossum_0007.jpg,24,19,1774,train,CACD
248,145732,19_Josh_Peck_0015.jpg,30,19,1780,train,CACD
249,161413,19_Jean-Luc_Bilodeau_0011.jpg,20,19,1970,train,CACD
250,149683,19_Danielle_Panabaker_0011.jpg,26,19,1826,train,CACD
251,156689,19_Imogen_Poots_0005.jpg,12,19,1912,train,CACD
252,152446,19_Michael_Cera_0011.jpg,11,19,1861,train,CACD
253,148768,19_Rose_Leslie_0009.jpg,16,19,1816,train,CACD
254,145336,19_Kit_Harington_0008.jpg,25,19,1775,train,CACD
255,159082,19_Shenae_Grimes_0009.jpg,41,19,1941,train,CACD
256,146401,19_Monica_Raymund_0012.jpg,38,19,1788,train,CACD
257,139550,19_Cristin_Milioti_0007.jpg,9,19,1709,train,CACD
258,148293,19_AnnaLynne_McCord_0016.jpg,10,19,1810,train,CACD
259,148291,19_AnnaLynne_McCord_0013.jpg,10,19,1810,train,CACD
260,162580,19_Dev_Patel_0011.jpg,37,19,1987,train,CACD
261,145340,19_Kit_Harington_0013.jpg,25,19,1775,train,CACD
262,156910,19_Ashley_Benson_0012.jpg,14,19,1914,train,CACD
263,146477,19_Lena_Dunham_0004.jpg,39,19,1789,train,CACD
264,139442,19_Rooney_Mara_0004.jpg,8,19,1708,train,CACD
265,159732,19_Chris_Brown_0010.jpg,50,19,1950,train,CACD
266,141433,19_Isabel_Lucas_0011.jpg,32,19,1732,train,CACD
267,162287,19_Diego_Boneta_0009.jpg,33,19,1983,train,CACD
268,139806,19_Luke_Mitchell_0008.jpg,12,19,1712,train,CACD
269,149772,19_Darren_Criss_0015.jpg,27,19,1827,train,CACD
270,150365,19_Hunter_Parrish_0004.jpg,35,19,1835,train,CACD
271,140089,19_Beth_Behrs_0006.jpg,15,19,1715,train,CACD
272,158875,19_Chord_Overstreet_0004.jpg,39,19,1939,train,CACD
273,157277,19_Aly_Michalka_0012.jpg,18,19,1918,train,CACD
274,161850,19_Allison_Scagliotti_0006.jpg,27,19,1977,train,CACD
275,139329,19_Amanda_Seyfried_0008.jpg,7,19,1707,train,CACD
276,155374,19_Nikki_Blonsky_0003.jpg,48,19,1898,train,CACD
277,140489,19_Brant_Daugherty_0007.jpg,20,19,1720,train,CACD
278,142572,19_James_Lafferty_0007.jpg,48,19,1748,train,CACD
279,146708,19_Jessica_Stroup_0001.jpg,42,19,1792,train,CACD
280,157469,19_Lucy_Hale_0011.jpg,20,19,1920,train,CACD
281,152130,19_Claire_Holt_0011.jpg,7,19,1857,train,CACD
282,153611,19_Anna_Popplewell_0019.jpg,25,19,1875,train,CACD
283,150220,19_Michael_B._Jordan_0008.jpg,33,19,1833,train,CACD
284,153055,19_Sara_Paxton_0005.jpg,18,19,1868,train,CACD
285,145041,19_Leighton_Meester_0011.jpg,22,19,1772,train,CACD
286,148957,19_Karen_Gillan_0005.jpg,18,19,1818,train,CACD
287,144414,19_Shia_LaBeouf_0010.jpg,16,19,1766,train,CACD
288,155548,19_Ed_Speleers_0016.jpg,50,19,1900,train,CACD
289,161717,19_Nicole_Gale_Anderson_0005.jpg,24,19,1974,train,CACD
290,144092,19_Emily_VanCamp_0005.jpg,13,19,1763,train,CACD
291,160937,19_Margot_Robbie_0003.jpg,13,19,1963,train,CACD
292,159218,19_Riley_Keough_0003.jpg,43,19,1943,train,CACD
293,152783,19_Rupert_Grint_0017.jpg,15,19,1865,train,CACD
294,162212,19_Kay_Panabaker_0008.jpg,32,19,1982,train,CACD
295,139723,19_Max_Irons_0006.jpg,11,19,1711,train,CACD
296,150444,19_Jake_Abel_0009.jpg,36,19,1836,train,CACD
297,153134,19_Steven_R._McQueen_0009.jpg,19,19,1869,train,CACD
298,162422,19_Indiana_Evans_0009.jpg,35,19,1985,train,CACD
299,156526,19_Juno_Temple_0002.jpg,10,19,1910,train,CACD
300,139548,19_Cristin_Milioti_0005.jpg,9,19,1709,train,CACD
301,148661,19_Ashley_Greene_0001.jpg,15,19,1815,train,CACD
302,148849,19_Evan_Rachel_Wood_0014.jpg,17,19,1817,train,CACD
303,152125,19_Claire_Holt_0002.jpg,7,19,1857,train,CACD
304,161919,19_Bill_Skarsgård_0005.jpg,28,19,1978,train,CACD
305,162504,20_Lucas_Till_0001.jpg,36,20,1986,train,CACD
306,139891,20_Jessica_Szohr_0003.jpg,13,20,1713,train,CACD
307,155469,20_Tori_Black_0011.jpg,49,20,1899,train,CACD
308,152045,20_Vanessa_Hudgens_0013.jpg,6,20,1856,train,CACD
309,159453,20_Jake_Lloyd_0015.jpg,46,20,1946,train,CACD
310,151356,20_Nicole_'Snooki'_Polizzi_0015.jpg,48,20,1848,train,CACD
311,136999,20_America_Ferrera_0002.jpg,28,20,1678,train,CACD
312,154938,20_Lily_Cole_0012.jpg,42,20,1892,train,CACD
313,135864,20_Jaimie_Alexander_0005.jpg,14,20,1664,train,CACD
314,137004,20_America_Ferrera_0008.jpg,28,20,1678,train,CACD
315,152788,20_Rupert_Grint_0011.jpg,15,20,1865,train,CACD
316,162995,20_Matt_Prokop_0009.jpg,43,20,1993,train,CACD
317,138260,20_Martha_MacIsaac_0001.jpg,45,20,1695,train,CACD
318,156152,20_Nicholas_Hoult_0006.jpg,6,20,1906,train,CACD
319,158749,20_Alex_D._Linz_0004.jpg,37,20,1937,train,CACD
320,151281,20_Rachele_Brooke_Smith_0004.jpg,47,20,1847,train,CACD
321,156446,20_Phoebe_Tonkin_0001.jpg,9,20,1909,train,CACD
322,136316,20_Natalia_Tena_0002.jpg,20,20,1670,train,CACD
323,163301,20_Marine_Vacth_0014.jpg,48,20,1998,train,CACD
324,148672,20_Ashley_Greene_0001.jpg,15,20,1815,train,CACD
325,144422,20_Shia_LaBeouf_0004.jpg,16,20,1766,train,CACD
326,144641,20_Robert_Pattinson_0003.jpg,18,20,1768,train,CACD
327,137708,20_Kelly_Osbourne_0010.jpg,38,20,1688,train,CACD
328,153949,20_Nikki_Reed_0004.jpg,29,20,1879,train,CACD
329,148679,20_Ashley_Greene_0008.jpg,15,20,1815,train,CACD
330,154047,20_Maiara_Walsh_0008.jpg,30,20,1880,train,CACD
331,138396,20_Sarah_Roemer_0004.jpg,47,20,1697,train,CACD
332,142768,20_Talulah_Riley_0014.jpg,50,20,1750,train,CACD
333,162934,20_Lauren_Socha_0013.jpg,42,20,1992,train,CACD
334,148854,20_Evan_Rachel_Wood_0005.jpg,17,20,1817,train,CACD
335,148678,20_Ashley_Greene_0007.jpg,15,20,1815,train,CACD
336,139892,20_Jessica_Szohr_0005.jpg,13,20,1713,train,CACD
337,135199,20_Katy_Perry_0017.jpg,6,20,1656,train,CACD
338,152457,20_Michael_Cera_0010.jpg,11,20,1861,train,CACD
339,160400,20_Liam_Hemsworth_0006.jpg,6,20,1956,train,CACD
340,149605,20_Genesis_Rodriguez_0010.jpg,25,20,1825,train,CACD
341,157091,20_Brie_Larson_0006.jpg,16,20,1916,train,CACD
342,143439,20_Megan_Fox_0014.jpg,7,20,1757,train,CACD
343,139994,20_Ashley_Tisdale_0010.jpg,14,20,1714,train,CACD
344,148180,20_Naya_Rivera_0005.jpg,9,20,1809,train,CACD
345,150837,20_William_Moseley_0010.jpg,41,20,1841,train,CACD
346,144933,20_Amanda_Bynes_0002.jpg,21,20,1771,train,CACD
347,162121,20_Christian_Serratos_0010.jpg,31,20,1981,train,CACD
348,150915,20_Thomas_Dekker_0007.jpg,42,20,1842,train,CACD
349,152212,20_Emily_Browning_0001.jpg,8,20,1858,train,CACD
350,145171,20_Scott_Eastwood_0011.jpg,23,20,1773,train,CACD
351,156609,20_Alexis_Knapp_0006.jpg,11,20,1911,train,CACD
352,159650,20_Renee_Olstead_0018.jpg,49,20,1949,train,CACD
353,162669,20_Joanna_'JoJo'_Levesque_0004.jpg,38,20,1988,train,CACD
354,140754,20_Eva_Amurri_Martino_0010.jpg,23,20,1723,train,CACD
355,159389,20_Keegan_Allen_0015.jpg,45,20,1945,train,CACD
356,141762,20_Celina_Jade_0004.jpg,36,20,1736,train,CACD
357,157810,20_Aimee_Teegarden_0012.jpg,24,20,1924,train,CACD
358,138262,20_Martha_MacIsaac_0005.jpg,45,20,1695,train,CACD
359,162861,20_Grant_Gustin_0006.jpg,41,20,1991,train,CACD
360,155202,20_Haley_Bennett_0008.jpg,45,20,1895,train,CACD
361,149777,20_Darren_Criss_0002.jpg,27,20,1827,train,CACD
362,141961,20_Masiela_Lusha_0010.jpg,39,20,1739,train,CACD
363,161670,20_Cassie_Scerbo_0007.jpg,23,20,1973,train,CACD
364,160952,20_Margot_Robbie_0011.jpg,13,20,1963,train,CACD
365,142373,20_Zach_Roerig_0005.jpg,45,20,1745,train,CACD
366,161418,20_Jean-Luc_Bilodeau_0011.jpg,20,20,1970,train,CACD
367,143751,20_Camilla_Belle_0015.jpg,10,20,1760,train,CACD
368,149604,20_Genesis_Rodriguez_0009.jpg,25,20,1825,train,CACD
369,153302,20_Chelsea_Kane_0008.jpg,21,20,1871,train,CACD
370,160406,20_Liam_Hemsworth_0012.jpg,6,20,1956,train,CACD
371,152971,20_Rihanna_0003.jpg,17,20,1867,train,CACD
372,157004,20_Matthew_Lewis_0006.jpg,15,20,1915,train,CACD
373,152135,20_Claire_Holt_0002.jpg,7,20,1857,train,CACD
374,152541,20_Mae_Whitman_0010.jpg,12,20,1862,train,CACD
375,160470,20_Sophie_Lowe_0001.jpg,7,20,1957,train,CACD
376,136321,20_Natalia_Tena_0013.jpg,20,20,1670,train,CACD
377,144101,20_Emily_VanCamp_0004.jpg,13,20,1763,train,CACD
